,week_cases,tot_fit
2021-01-01,155.65301204819278,214.6996945518169
2021-01-02,152.98433734939758,210.19356968935662
2021-01-03,151.15060240963857,205.6585815651196
2021-01-04,148.67590361445784,201.1008619057927
2021-01-05,147.88915662650604,196.52663975839963
2021-01-06,145.9421686746988,191.94221931579463
2021-01-07,148.57831325301206,187.35395729450062
2021-01-08,159.5734939759036,182.76823998642394
2021-01-09,170.5879518072289,178.19146010931945
2021-01-10,174.655421686747,173.62999358321696
2021-01-11,174.76626506024095,169.09017636134004
2021-01-12,172.09036144578315,164.5782814443205
2021-01-13,168.06626506024097,160.1004962057345
2021-01-14,161.43975903614458,155.6629001551628
2021-01-15,154.40963855421685,151.27144326212104
2021-01-16,147.97469879518073,146.93192496034513
2021-01-17,144.90602409638555,142.64997394709374
2021-01-18,141.2710843373494,138.43102888638452
2021-01-19,136.5578313253012,134.28032011848097
2021-01-20,131.0855421686747,130.2028524705563
2021-01-21,126.52289156626506,126.2033892553545
2021-01-22,122.23012048192771,122.28643753593435
2021-01-23,119.19277108433735,118.45623472530563
2021-01-24,117.24457831325302,114.71673658004302
2021-01-25,115.13734939759036,111.07160663689133
2021-01-26,111.8277108433735,107.52420713105585
2021-01-27,108.25301204819277,104.07759142440129
2021-01-28,103.46867469879518,100.73449796127018
2021-01-29,99.3566265060241,97.49734575916737
2021-01-30,96.32409638554216,94.3682314312446
2021-01-31,94.40361445783132,91.34892772744642
2021-02-01,94.03253012048192,88.4408835714363
2021-02-02,91.57831325301204,85.64522556108857
2021-02-03,87.64578313253013,82.96276089148495
2021-02-04,85.1578313253012,80.39398165105953
2021-02-05,82.90602409638554,77.93907043385313
2021-02-06,81.37349397590361,75.59790720381741
2021-02-07,79.33253012048193,73.37007734079381
2021-02-08,76.9289156626506,71.2548807922125
2021-02-09,74.74939759036144,69.25134224973927
2021-02-10,70.75421686746988,67.35822226605698
2021-02-11,67.1710843373494,65.57402922370794
2021-02-12,65.08915662650602,63.897032065444726
2021-02-13,62.563855421686746,62.32527369382689
2021-02-14,60.40963855421687,61.46129764197358
2021-02-15,60.86867469879518,61.30718467666245
2021-02-16,61.19638554216868,61.22434042284973
2021-02-17,61.52168674698795,61.21493440520682
2021-02-18,61.48915662650602,61.28095226213167
2021-02-19,61.25301204819277,61.42419162589455
2021-02-20,62.16626506024097,61.646258864965105
2021-02-21,63.84939759036145,61.9485666903871
2021-02-22,63.52289156626506,62.33233262331597
2021-02-23,63.23012048192771,62.798578316244445
2021-02-24,64.69036144578314,63.34812971604555
2021-02-25,65.7855421686747,63.98161805277841
2021-02-26,66.58554216867469,64.69948163425539
2021-02-27,67.10722891566265,65.50196842267356
2021-02-28,67.22289156626506,66.38913936618671
2021-03-01,67.48313253012049,67.36087245514605
2021-03-02,68.41686746987952,68.41686746987952
2021-03-03,,69.55665138431759
2021-03-04,,70.7795843875107
2021-03-05,,72.08486648312514
2021-03-06,,73.47154462534691
2021-03-07,,74.93852034826739
2021-03-08,,76.48455784476648
2021-03-09,,78.10829245014148
2021-03-10,,79.80823948524608
2021-03-11,,81.5828034137025
2021-03-12,,83.43028726780607
2021-03-13,,85.34890229806368
2021-03-14,,87.33677780186882
2021-03-15,,89.39197108761414
2021-03-16,,91.51247753155683
2021-03-17,,93.69624068597678
2021-03-18,,95.94116239858201
2021-03-19,,98.24511290470902
2021-03-20,,100.60594085562178
2021-03-21,,103.02148324811738
2021-03-22,,105.48957522268235
2021-03-23,,108.0080596996002
2021-03-24,,110.57479682466328
2021-03-25,,113.18767319848939
2021-03-26,,115.84461086585492
2021-03-27,,118.5435760439313
2021-03-28,,121.2825875708236
2021-03-29,,124.0597250583538
2021-03-30,,126.8731367355874
2021-03-31,,129.72104697216042
2021-04-01,,
2021-04-02,,
2021-04-03,,
2021-04-04,,
2021-04-05,,
2021-04-06,,
2021-04-07,,
2021-04-08,,
2021-04-09,,
2021-04-10,,
